Complaint ID	Date Sumbited	Product	Sub-product	Issue	Sub-issue	Company public response	Company	State	ZIP code	Tags	Consumer consent provided?	Submitted via	Date Received	Company response to consumer	Timely response?	Consumer disputed?
88885900%	4191800%	Debt collection	I do not know	Disclosure verification of debt	Not given enough info to verify debt		Cumulus Financial	DE	1970900%		N/A	Postal mail	4197900%	Closed with explanation	Yes	No
16976500%	4122300%	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	HI	9681300%	Older American	N/A	Phone	16-10-2012	Closed with explanation	Yes	Yes
141846700%	4234400%	Bank account or service	Checking account	Problems caused by my funds being low	""""""	Company chooses not to provide a public response	Cumulus Financial	MD	2122000%		N/A	Phone	15-06-2015	Closed with explanation	Yes	Yes
266961700%	4304800%	Debt collection	Credit card debt	Communication tactics	Called before 8am or after 9pm	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	UT	8412300%		Consent not provided	Web	4304800%	Closed with explanation	Yes	N/A
227526200%	4282600%	Credit card	""""""	Other	""""""		Cumulus Financial	TX	773XX		Consent not provided	Web	4282600%	Closed with explanation	Yes	No
98150700%	13-08-2014	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	LA	7121100%	Older American	N/A	Web	13-08-2014	Closed with explanation	Yes	No
71790000%	18-02-2014	Credit card	""""""	Closing/Cancelling account	""""""		Cumulus Financial	WI	549XX		N/A	Web	18-02-2014	Closed with explanation	Yes	Yes
77542400%	24-03-2014	Mortgage	Conventional fixed mortgage	Settlement process and costs	""""""		Cumulus Financial	CA	9225500%		N/A	Phone	31-03-2014	Closed with explanation	Yes	No
202469400%	21-07-2016	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	IN	4689500%		Consent not provided	Web	21-07-2016	Closed with explanation	Yes	No
116090500%	17-12-2014	Bank account or service	Checking account	Problems caused by my funds being low	""""""		Cumulus Financial	PA	1846600%		N/A	Web	17-12-2014	Closed with non-monetary relief	Yes	No
130193100%	26-03-2015	Credit card	""""""	Balance transfer	""""""		Cumulus Financial	IL	6015600%		N/A	Referral	4200800%	Closed with explanation	Yes	No
22157900%	4133400%	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	CA	9170200%		N/A	Referral	4136500%	Closed with explanation	Yes	No
173934900%	4270500%	Bank account or service	Savings account	Deposits and withdrawals	""""""		Cumulus Financial	IL	601XX		N/A	Referral	4270500%	Closed with explanation	Yes	Yes
10442400%	19-06-2012	Credit card	""""""	Credit line increase/decrease	""""""		Cumulus Financial	AZ	8504400%		N/A	Web	21-06-2012	Closed with non-monetary relief	Yes	No
12180600%	21-07-2012	Credit card	""""""	Payoff process	""""""		Cumulus Financial	ID	8371400%		N/A	Web	24-07-2012	Closed with explanation	Yes	Yes
3646500%	17-03-2012	Credit card	""""""	APR or interest rate	""""""		Cumulus Financial	GA	3170700%		N/A	Web	19-03-2012	Closed with relief	Yes	No
45823000%	16-07-2013	Student loan	Non-federal student loan	Problems when you are unable to pay			Cumulus Financial	CA	9000600%		N/A	Web	16-07-2013	Closed with explanation	Yes	Yes
94862800%	22-07-2014	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	CA	9223200%		N/A	Referral	25-07-2014	Closed with explanation	Yes	No
126849500%	4212700%	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	TX	7501300%		N/A	Web	16-03-2015	Closed with explanation	Yes	Yes
150722200%	4216300%	Credit card	""""""	Identity theft / Fraud / Embezzlement	""""""		Cumulus Financial	FL	3467700%	Older American	N/A	Fax	4216300%	Closed with explanation	Yes	No
4280300%	29-03-2012	Student loan	Non-federal student loan	Repaying your loan			Cumulus Financial	NY	1408600%		N/A	Web	4097200%	Closed without relief	Yes	No
166004200%	17-11-2015	Bank account or service	Savings account	Using a debit or ATM card	""""""		Cumulus Financial	CA	9004600%		N/A	Phone	18-11-2015	Closed with explanation	Yes	No
107310700%	16-10-2014	Student loan	Non-federal student loan	Dealing with my lender or servicer	Trouble with how payments are handled		Cumulus Financial	WY	8290100%		N/A	Web	16-10-2014	Closed with explanation	Yes	No
117642000%	31-12-2014	Credit card	""""""	Balance transfer	""""""		Cumulus Financial	OR	9721300%		N/A	Web	31-12-2014	Closed with explanation	Yes	No
108412200%	23-10-2014	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	NY	1057700%	Older American	N/A	Postal mail	27-10-2014	Closed with explanation	Yes	No
118232600%	4215600%	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	TN	385XX		N/A	Postal mail	4224800%	Closed with explanation	Yes	No
17781300%	29-10-2012	Credit card	""""""	Identity theft / Fraud / Embezzlement	""""""		Cumulus Financial	FL	3282200%		N/A	Referral	31-10-2012	Closed with explanation	Yes	No
175028300%	20-01-2016	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	MI	4941800%		N/A	Referral	27-01-2016	Closed with explanation	Yes	Yes
116624900%	22-12-2014	Bank account or service	Checking account	Using a debit or ATM card	""""""		Cumulus Financial	NY	1120300%		N/A	Referral	22-12-2014	Closed with explanation	Yes	Yes
36135500%	20-03-2013	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	FL	3306700%		N/A	Referral	22-03-2013	Closed with explanation	Yes	Yes
190326600%	29-04-2016	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	WA	992XX		Consent not provided	Web	29-04-2016	Closed with explanation	Yes	No
107622900%	17-10-2014	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	NY	1002400%		N/A	Phone	23-10-2014	Closed with explanation	Yes	No
39415400%	29-04-2013	Credit card	""""""	Credit determination	""""""		Cumulus Financial	CA	9223400%		N/A	Web	4131000%	Closed with explanation	Yes	Yes
133101000%	15-04-2015	Bank account or service	Checking account	Problems caused by my funds being low	""""""		Cumulus Financial	NY	1046000%		Consent not provided	Web	15-04-2015	Closed with monetary relief	Yes	No
110052700%	4174000%	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	FL	344XX	Older American	N/A	Web	17-11-2014	Closed with explanation	Yes	No
224618100%	4271600%	Credit card	""""""	Billing statement	""""""		Cumulus Financial	NY	1007500%		Consent not provided	Web	4271600%	Closed with explanation	Yes	Yes
176238900%	28-01-2016	Debt collection	Credit card	Disclosure verification of debt	Not given enough info to verify debt		Cumulus Financial	WA	9859700%		N/A	Referral	28-01-2016	Closed with explanation	Yes	No
174263600%	14-01-2016	Credit card	""""""	Late fee	""""""		Cumulus Financial	TX	757XX		N/A	Referral	15-01-2016	Closed with explanation	Yes	No
156379700%	14-09-2015	Credit card	""""""	Identity theft / Fraud / Embezzlement	""""""		Cumulus Financial	CA	9456800%		Consent not provided	Web	14-09-2015	Closed with explanation	Yes	No
170463100%	17-12-2015	Debt collection	Credit card	Communication tactics	Frequent or repeated calls		Cumulus Financial	CA	9500800%		Consent not provided	Web	17-12-2015	Closed with explanation	Yes	No
74406800%	4176200%	Credit card	""""""	Other fee	""""""		Cumulus Financial	IL	6008900%		N/A	Web	4173200%	Closed with explanation	Yes	No
44103400%	25-06-2013	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	NY	1141200%		N/A	Referral	26-06-2013	Closed with explanation	Yes	No
201110400%	13-07-2016	Debt collection	Credit card	Communication tactics	Frequent or repeated calls		Cumulus Financial	CO	815XX		Consent not provided	Web	13-07-2016	Closed with non-monetary relief	Yes	No
31045800%	4145700%	Credit card	""""""	Identity theft / Fraud / Embezzlement	""""""		Cumulus Financial	IL	6065600%		N/A	Fax	4145700%	Closed with non-monetary relief	Yes	No
82611000%	25-04-2014	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	TX	7823200%		N/A	Referral	29-04-2014	Closed with explanation	Yes	No
153931400%	27-08-2015	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	ID	8371400%		N/A	Referral	4231700%	Closed with explanation	Yes	Yes
20670700%	4122500%	Credit card	""""""	Closing/Cancelling account	""""""		Cumulus Financial	NY	1003600%		N/A	Web	4122500%	Closed with explanation	Yes	No
217458200%	24-10-2016	Credit card	""""""	Billing disputes	""""""		Cumulus Financial	CA	9407000%		N/A	Referral	26-10-2016	Closed with explanation	Yes	Yes
6873700%	4091300%	Mortgage	FHA mortgage	Credit decision / Underwriting	""""""		Cumulus Financial	TX	7611200%		N/A	Web	4094400%	Closed without relief	Yes	No
99872300%	25-08-2014	Credit card	""""""	APR or interest rate	""""""		Cumulus Financial	VA	2323300%		N/A	Web	25-08-2014	Closed with explanation	Yes	Yes
24571500%	18-01-2013	Credit card	""""""	Payoff process	""""""		Cumulus Financial	CA	9081500%		N/A	Referral	22-01-2013	Closed with explanation	Yes	No
92213600%	4170500%	Credit card	""""""	Forbearance / Workout plans	""""""		Cumulus Financial	CA	9340600%		N/A	Web	4170500%	Closed with explanation	Yes	No
96601100%	4167800%	Credit card	""""""	Credit card protection / Debt protection	""""""		Cumulus Financial	CT	060XX		N/A	Web	4179800%	Closed with explanation	Yes	Yes
207627100%	23-08-2016	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	CA	9060100%		Consent not provided	Web	23-08-2016	Closed with explanation	Yes	Yes
79247800%	4170200%	Bank account or service	(CD) Certificate of deposit	Deposits and withdrawals	""""""		Cumulus Financial			Older American	N/A	Web	4185500%	Closed with explanation	Yes	No
137082300%	4234300%	Mortgage	FHA mortgage	Credit decision / Underwriting	""""""		Cumulus Financial	NY	1123600%		Consent not provided	Web	4234300%	Closed with explanation	Yes	No
3031600%	4103200%	Student loan	Non-federal student loan	Repaying your loan			Cumulus Financial	CA	9138400%		N/A	Web	4106300%	Closed without relief	Yes	No
193762200%	23-05-2016	Credit card	""""""	Other	""""""		Cumulus Financial	MA	020XX		N/A	Fax	23-05-2016	Closed with explanation	Yes	No
70327800%	4182200%	Bank account or service	Checking account	Deposits and withdrawals	""""""		Cumulus Financial	IN	4632400%	Service Member	N/A	Phone	4191400%	Closed with explanation	Yes	No
36746500%	27-03-2013	Student loan	Non-federal student loan	Problems when you are unable to pay			Cumulus Financial	FL	3307300%		N/A	Phone	15-04-2013	Closed with explanation	Yes	No
193684700%	23-05-2016	Credit card	""""""	Identity theft / Fraud / Embezzlement	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	TX	7749800%		Consent not provided	Web	23-05-2016	Closed with explanation	Yes	No
41654800%	24-05-2013	Credit card	""""""	Credit determination	""""""		Cumulus Financial	OR	9731700%	Older American	N/A	Web	24-05-2013	Closed with explanation	Yes	No
213450300%	27-09-2016	Credit card	""""""	Closing/Cancelling account	""""""		Cumulus Financial	IL	6061500%		N/A	Referral	30-09-2016	Closed with non-monetary relief	Yes	No
176761900%	4237100%	Credit card	""""""	Other	""""""		Cumulus Financial	NE	683XX		Consent not provided	Web	4237100%	Closed with explanation	Yes	Yes
9002200%	31-05-2012	Credit card	""""""	Identity theft / Fraud / Embezzlement	""""""		Cumulus Financial	FL	334XX		N/A	Referral	4094500%	Closed with monetary relief	Yes	No
86992400%	28-05-2014	Bank account or service	Checking account	Problems caused by my funds being low	""""""		Cumulus Financial	GA	3002400%		N/A	Web	28-05-2014	Closed with explanation	Yes	No
203448300%	28-07-2016	Bank account or service	Other bank product/service	Using a debit or ATM card	""""""		Cumulus Financial	CT	687000%		N/A	Postal mail	29-07-2016	Closed with explanation	Yes	No
247967200%	4295200%	Mortgage	Home equity loan or line of credit (HELOC)	Trouble during payment process	""""""	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	CA	9208400%		N/A	Referral	4298300%	Closed with explanation	Yes	N/A
98583200%	15-08-2014	Mortgage	Other mortgage	Credit decision / Underwriting	""""""		Cumulus Financial	CA	9599100%		N/A	Web	20-08-2014	Closed with explanation	Yes	No
247918800%	4295200%	Credit card or prepaid card	Store credit card	Getting a credit card	Sent card you never applied for		Cumulus Financial	WI	5465000%		Consent not provided	Web	4298300%	Closed with non-monetary relief	Yes	N/A
9475200%	4103500%	Credit card	""""""	Delinquent account	""""""		Cumulus Financial	FL	3216800%		N/A	Web	4103500%	Closed with monetary relief	Yes	No
188147800%	15-04-2016	Bank account or service	Other bank product/service	Using a debit or ATM card	""""""		Cumulus Financial	IL	601XX		N/A	Referral	19-04-2016	Closed with monetary relief	Yes	No
166409100%	19-11-2015	Bank account or service	Other bank product/service	Deposits and withdrawals	""""""		Cumulus Financial	GA	3031100%		N/A	Referral	23-11-2015	Closed with explanation	Yes	No
86678600%	23-05-2014	Student loan	Non-federal student loan	Can't repay my loan	Can't get flexible payment options		Cumulus Financial	NJ	809600%		N/A	Web	23-05-2014	Closed with explanation	Yes	Yes
213538800%	28-09-2016	Credit card	""""""	Identity theft / Fraud / Embezzlement	""""""		Cumulus Financial	NY	119XX	Older American	N/A	Referral	30-09-2016	Closed with explanation	Yes	No
17397800%	18-10-2012	Student loan	Non-federal student loan	Repaying your loan			Cumulus Financial	NM	881XX		N/A	Web	19-10-2012	Closed with explanation	Yes	No
148470200%	23-07-2015	Credit card	""""""	Unsolicited issuance of credit card	""""""		Cumulus Financial	FL	334XX		Consent not provided	Web	23-07-2015	Closed with explanation	Yes	No
267547400%	15-09-2017	Credit card or prepaid card	Store credit card	Problem when making payments	Problem during payment process	Company has responded to the consumer and the CFPB and chooses not to provide a public response	Cumulus Financial	FL	322XX		Consent provided	Web	15-09-2017	Closed with explanation	Yes	N/A
